date,location,country,total_vaccinations_raw,total_distributed_raw,pop_est,division,total_vaccinations_int,total_distributed_int,daily_vaccinations_int,daily_distributed_int,daily_vaccinations_rolling,daily_distributed_rolling
2021-02-04,Nova Scotia,canada,16448.0,30800.0,979115.0,Atlantic,16448.0,30800.0,611.0,1950.0,420.57142857142856,278.57142857142856
2021-02-05,Nova Scotia,canada,17295.0,30800.0,979115.0,Atlantic,17295.0,30800.0,847.0,0.0,386.57142857142856,278.57142857142856
2021-02-06,Nova Scotia,canada,17295.0,30800.0,979115.0,Atlantic,17295.0,30800.0,0.0,0.0,386.57142857142856,278.57142857142856
2021-02-07,Nova Scotia,canada,17295.0,30800.0,979115.0,Atlantic,17295.0,30800.0,0.0,0.0,386.57142857142856,278.57142857142856
2021-02-08,Nova Scotia,canada,18219.0,30800.0,979115.0,Atlantic,18219.0,30800.0,924.0,0.0,473.2857142857143,278.57142857142856
2021-02-09,Nova Scotia,canada,18826.0,34800.0,979115.0,Atlantic,18826.0,34800.0,607.0,4000.0,523.0,850.0
2021-02-10,Nova Scotia,canada,20013.0,34800.0,979115.0,Atlantic,20013.0,34800.0,1187.0,0.0,596.5714285714286,850.0
2021-02-11,Nova Scotia,canada,21032.0,36750.0,979115.0,Atlantic,21032.0,36750.0,1019.0,1950.0,654.8571428571429,850.0
2021-02-12,Nova Scotia,canada,22343.0,36750.0,979115.0,Atlantic,22343.0,36750.0,1311.0,0.0,721.1428571428571,850.0
2021-02-13,Nova Scotia,canada,22343.0,36750.0,979115.0,Atlantic,22343.0,36750.0,0.0,0.0,721.1428571428571,850.0
2021-02-14,Nova Scotia,canada,22343.0,36750.0,979115.0,Atlantic,22343.0,36750.0,0.0,0.0,721.1428571428571,850.0
2021-02-15,Nova Scotia,canada,22343.0,36750.0,979115.0,Atlantic,22343.0,36750.0,0.0,0.0,589.1428571428571,850.0
2021-02-16,Nova Scotia,canada,23140.0,36750.0,979115.0,Atlantic,23140.0,36750.0,797.0,0.0,616.2857142857143,278.57142857142856
2021-02-17,Nova Scotia,canada,24049.0,36750.0,979115.0,Atlantic,24049.0,36750.0,909.0,0.0,576.5714285714286,278.57142857142856
2021-02-18,Nova Scotia,canada,25032.0,36750.0,979115.0,Atlantic,25032.0,36750.0,983.0,0.0,571.4285714285714,0.0
2021-02-19,Nova Scotia,canada,25032.0,47280.0,979115.0,Atlantic,25032.0,47280.0,0.0,10530.0,384.14285714285717,1504.2857142857142
2021-02-20,Nova Scotia,canada,25032.0,47280.0,979115.0,Atlantic,25032.0,47280.0,0.0,0.0,384.14285714285717,1504.2857142857142
2021-02-21,Nova Scotia,canada,25032.0,47280.0,979115.0,Atlantic,25032.0,47280.0,0.0,0.0,384.14285714285717,1504.2857142857142
2021-02-22,Nova Scotia,canada,27521.0,47280.0,979115.0,Atlantic,27521.0,47280.0,2489.0,0.0,739.7142857142857,1504.2857142857142
2021-02-23,Nova Scotia,canada,27966.0,47280.0,979115.0,Atlantic,27966.0,47280.0,445.0,0.0,689.4285714285714,1504.2857142857142
2021-02-24,Nova Scotia,canada,29237.0,47280.0,979115.0,Atlantic,29237.0,47280.0,1271.0,0.0,741.1428571428571,1504.2857142857142
2021-02-25,Nova Scotia,canada,30748.0,47280.0,979115.0,Atlantic,30748.0,47280.0,1511.0,0.0,816.5714285714286,1504.2857142857142
2021-02-26,Nova Scotia,canada,32019.0,61980.0,979115.0,Atlantic,32019.0,61980.0,1271.0,14700.0,998.1428571428571,2100.0
2021-02-27,Nova Scotia,canada,32019.0,61980.0,979115.0,Atlantic,32019.0,61980.0,0.0,0.0,998.1428571428571,2100.0
2021-02-28,Nova Scotia,canada,32019.0,61980.0,979115.0,Atlantic,32019.0,61980.0,0.0,0.0,998.1428571428571,2100.0
2021-03-01,Nova Scotia,canada,32856.0,61980.0,979115.0,Atlantic,32856.0,61980.0,837.0,0.0,762.1428571428571,2100.0
2021-03-02,Nova Scotia,canada,33471.0,61980.0,979115.0,Atlantic,33471.0,61980.0,615.0,0.0,786.4285714285714,2100.0
2021-01-12,Nunavut,canada,29.0,6000.0,39285.0,Territories,29.0,6000.0,,,,
2021-01-13,Nunavut,canada,400.0,6000.0,39285.0,Territories,400.0,6000.0,371.0,0.0,371.0,0.0
2021-01-14,Nunavut,canada,521.0,6000.0,39285.0,Territories,521.0,6000.0,121.0,0.0,246.0,0.0
2021-01-15,Nunavut,canada,983.0,6000.0,39285.0,Territories,983.0,6000.0,462.0,0.0,318.0,0.0
2021-01-16,Nunavut,canada,983.0,6000.0,39285.0,Territories,983.0,6000.0,0.0,0.0,238.5,0.0
2021-01-17,Nunavut,canada,983.0,6000.0,39285.0,Territories,983.0,6000.0,0.0,0.0,190.8,0.0
2021-01-18,Nunavut,canada,2141.0,6000.0,39285.0,Territories,2141.0,6000.0,1158.0,0.0,352.0,0.0
2021-01-19,Nunavut,canada,2545.0,6000.0,39285.0,Territories,2545.0,6000.0,404.0,0.0,359.42857142857144,0.0
2021-01-20,Nunavut,canada,2545.0,6000.0,39285.0,Territories,2545.0,6000.0,0.0,0.0,306.42857142857144,0.0
2021-01-21,Nunavut,canada,3375.0,6000.0,39285.0,Territories,3375.0,6000.0,830.0,0.0,407.7142857142857,0.0
2021-01-22,Nunavut,canada,3822.0,12000.0,39285.0,Territories,3822.0,12000.0,447.0,6000.0,405.57142857142856,857.1428571428571
2021-01-23,Nunavut,canada,3822.0,12000.0,39285.0,Territories,3822.0,12000.0,0.0,0.0,405.57142857142856,857.1428571428571
2021-01-24,Nunavut,canada,3822.0,12000.0,39285.0,Territories,3822.0,12000.0,0.0,0.0,405.57142857142856,857.1428571428571
2021-01-25,Nunavut,canada,4458.0,12000.0,39285.0,Territories,4458.0,12000.0,636.0,0.0,331.0,857.1428571428571
2021-01-26,Nunavut,canada,4723.0,12000.0,39285.0,Territories,4723.0,12000.0,265.0,0.0,311.14285714285717,857.1428571428571
2021-01-27,Nunavut,canada,4930.0,12000.0,39285.0,Territories,4930.0,12000.0,207.0,0.0,340.7142857142857,857.1428571428571
2021-01-28,Nunavut,canada,5224.0,12000.0,39285.0,Territories,5224.0,12000.0,294.0,0.0,264.14285714285717,857.1428571428571
2021-01-29,Nunavut,canada,5316.0,12000.0,39285.0,Territories,5316.0,12000.0,92.0,0.0,213.42857142857142,0.0
2021-01-30,Nunavut,canada,5316.0,12000.0,39285.0,Territories,5316.0,12000.0,0.0,0.0,213.42857142857142,0.0
2021-01-31,Nunavut,canada,5316.0,12000.0,39285.0,Territories,5316.0,12000.0,0.0,0.0,213.42857142857142,0.0
2021-02-01,Nunavut,canada,5464.0,12000.0,39285.0,Territories,5464.0,12000.0,148.0,0.0,143.71428571428572,0.0
2021-02-02,Nunavut,canada,5506.0,12000.0,39285.0,Territories,5506.0,12000.0,42.0,0.0,111.85714285714286,0.0
2021-02-03,Nunavut,canada,5519.0,12000.0,39285.0,Territories,5519.0,12000.0,13.0,0.0,84.14285714285714,0.0
2021-02-04,Nunavut,canada,5568.0,12000.0,39285.0,Territories,5568.0,12000.0,49.0,0.0,49.142857142857146,0.0
2021-02-05,Nunavut,canada,5649.0,12000.0,39285.0,Territories,5649.0,12000.0,81.0,0.0,47.57142857142857,0.0
2021-02-06,Nunavut,canada,5649.0,12000.0,39285.0,Territories,5649.0,12000.0,0.0,0.0,47.57142857142857,0.0
2021-02-07,Nunavut,canada,5649.0,12000.0,39285.0,Territories,5649.0,12000.0,0.0,0.0,47.57142857142857,0.0
2021-02-08,Nunavut,canada,5852.0,12000.0,39285.0,Territories,5852.0,12000.0,203.0,0.0,55.42857142857143,0.0
2021-02-09,Nunavut,canada,5939.0,12000.0,39285.0,Territories,5939.0,12000.0,87.0,0.0,61.857142857142854,0.0
2021-02-10,Nunavut,canada,6126.0,12000.0,39285.0,Territories,6126.0,12000.0,187.0,0.0,86.71428571428571,0.0
2021-02-11,Nunavut,canada,6185.0,15400.0,39285.0,Territories,6185.0,15400.0,59.0,3400.0,88.14285714285714,485.7142857142857
2021-02-12,Nunavut,canada,6205.0,15400.0,39285.0,Territories,6205.0,15400.0,20.0,0.0,79.42857142857143,485.7142857142857
2021-02-13,Nunavut,canada,6205.0,15400.0,39285.0,Territories,6205.0,15400.0,0.0,0.0,79.42857142857143,485.7142857142857
2021-02-14,Nunavut,canada,6205.0,15400.0,39285.0,Territories,6205.0,15400.0,0.0,0.0,79.42857142857143,485.7142857142857
2021-02-15,Nunavut,canada,6205.0,15400.0,39285.0,Territories,6205.0,15400.0,0.0,0.0,50.42857142857143,485.7142857142857
2021-02-16,Nunavut,canada,6645.0,15400.0,39285.0,Territories,6645.0,15400.0,440.0,0.0,100.85714285714286,485.7142857142857
2021-02-17,Nunavut,canada,6805.0,15400.0,39285.0,Territories,6805.0,15400.0,160.0,0.0,97.0,485.7142857142857
2021-02-18,Nunavut,canada,6850.0,15400.0,39285.0,Territories,6850.0,15400.0,45.0,0.0,95.0,0.0
2021-02-19,Nunavut,canada,6915.0,15400.0,39285.0,Territories,6915.0,15400.0,65.0,0.0,101.42857142857143,0.0
2021-02-20,Nunavut,canada,6915.0,15400.0,39285.0,Territories,6915.0,15400.0,0.0,0.0,101.42857142857143,0.0
2021-02-21,Nunavut,canada,6915.0,15400.0,39285.0,Territories,6915.0,15400.0,0.0,0.0,101.42857142857143,0.0
2021-02-22,Nunavut,canada,6977.0,15400.0,39285.0,Territories,6977.0,15400.0,62.0,0.0,110.28571428571429,0.0
2021-02-23,Nunavut,canada,7011.0,15400.0,39285.0,Territories,7011.0,15400.0,34.0,0.0,52.285714285714285,0.0
2021-02-24,Nunavut,canada,7073.0,15400.0,39285.0,Territories,7073.0,15400.0,62.0,0.0,38.285714285714285,0.0
2021-02-25,Nunavut,canada,7257.0,15400.0,39285.0,Territories,7257.0,15400.0,184.0,0.0,58.142857142857146,0.0
2021-02-26,Nunavut,canada,7276.0,23900.0,39285.0,Territories,7276.0,23900.0,19.0,8500.0,51.57142857142857,1214.2857142857142
2021-02-27,Nunavut,canada,7276.0,23900.0,39285.0,Territories,7276.0,23900.0,0.0,0.0,51.57142857142857,1214.2857142857142
2021-02-28,Nunavut,canada,7276.0,23900.0,39285.0,Territories,7276.0,23900.0,0.0,0.0,51.57142857142857,1214.2857142857142
2021-03-01,Nunavut,canada,7402.0,23900.0,39285.0,Territories,7402.0,23900.0,126.0,0.0,60.714285714285715,1214.2857142857142
2021-03-02,Nunavut,canada,8066.0,23900.0,39285.0,Territories,8066.0,23900.0,664.0,0.0,150.71428571428572,1214.2857142857142
2021-01-12,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,,,,
2021-01-13,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,0.0,0.0,0.0,0.0
2021-01-14,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,0.0,0.0,0.0,0.0
2021-01-15,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,0.0,0.0,0.0,0.0
2021-01-16,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,0.0,0.0,0.0,0.0
2021-01-17,Northwest Territories,canada,512.0,7200.0,45074.0,Territories,512.0,7200.0,0.0,0.0,0.0,0.0
2021-01-18,Northwest Territories,canada,1893.0,7200.0,45074.0,Territories,1893.0,7200.0,1381.0,0.0,230.16666666666666,0.0
2021-01-19,Northwest Territories,canada,1893.0,7200.0,45074.0,Territories,1893.0,7200.0,0.0,0.0,197.28571428571428,0.0
2021-01-20,Northwest Territories,canada,1893.0,7200.0,45074.0,Territories,1893.0,7200.0,0.0,0.0,197.28571428571428,0.0
2021-01-21,Northwest Territories,canada,1893.0,7200.0,45074.0,Territories,1893.0,7200.0,0.0,0.0,197.28571428571428,0.0
2021-01-22,Northwest Territories,canada,1893.0,14400.0,45074.0,Territories,1893.0,14400.0,0.0,7200.0,197.28571428571428,1028.5714285714287
2021-01-23,Northwest Territories,canada,1893.0,14400.0,45074.0,Territories,1893.0,14400.0,0.0,0.0,197.28571428571428,1028.5714285714287
2021-01-24,Northwest Territories,canada,1893.0,14400.0,45074.0,Territories,1893.0,14400.0,0.0,0.0,197.28571428571428,1028.5714285714287
2021-01-25,Northwest Territories,canada,1893.0,14400.0,45074.0,Territories,1893.0,14400.0,0.0,0.0,0.0,1028.5714285714287
2021-01-26,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,7578.0,0.0,1082.5714285714287,1028.5714285714287
2021-01-27,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,1028.5714285714287
2021-01-28,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,1028.5714285714287
2021-01-29,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,0.0
2021-01-30,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,0.0
2021-01-31,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,0.0
2021-02-01,Northwest Territories,canada,9471.0,14400.0,45074.0,Territories,9471.0,14400.0,0.0,0.0,1082.5714285714287,0.0
2021-02-02,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,2895.0,0.0,413.57142857142856,0.0
2021-02-03,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-04,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-05,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-06,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-07,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-08,Northwest Territories,canada,12366.0,14400.0,45074.0,Territories,12366.0,14400.0,0.0,0.0,413.57142857142856,0.0
2021-02-09,Northwest Territories,canada,13132.0,14400.0,45074.0,Territories,13132.0,14400.0,766.0,0.0,109.42857142857143,0.0
2021-02-10,Northwest Territories,canada,13132.0,14400.0,45074.0,Territories,13132.0,14400.0,0.0,0.0,109.42857142857143,0.0
2021-02-11,Northwest Territories,canada,13132.0,19100.0,45074.0,Territories,13132.0,19100.0,0.0,4700.0,109.42857142857143,671.4285714285714
2021-02-12,Northwest Territories,canada,13132.0,19100.0,45074.0,Territories,13132.0,19100.0,0.0,0.0,109.42857142857143,671.4285714285714
2021-02-13,Northwest Territories,canada,13132.0,19100.0,45074.0,Territories,13132.0,19100.0,0.0,0.0,109.42857142857143,671.4285714285714
2021-02-14,Northwest Territories,canada,13132.0,19100.0,45074.0,Territories,13132.0,19100.0,0.0,0.0,109.42857142857143,671.4285714285714
2021-02-15,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,1025.0,0.0,255.85714285714286,671.4285714285714
2021-02-16,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,671.4285714285714
2021-02-17,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,671.4285714285714
2021-02-18,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,0.0
2021-02-19,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,0.0
2021-02-20,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,0.0
2021-02-21,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,146.42857142857142,0.0
2021-02-22,Northwest Territories,canada,14157.0,19100.0,45074.0,Territories,14157.0,19100.0,0.0,0.0,0.0,0.0
2021-02-23,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,2297.0,0.0,328.14285714285717,0.0
2021-02-24,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-02-25,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-02-26,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-02-27,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-02-28,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-03-01,Northwest Territories,canada,16454.0,19100.0,45074.0,Territories,16454.0,19100.0,0.0,0.0,328.14285714285717,0.0
2021-03-02,Northwest Territories,canada,19775.0,19100.0,45074.0,Territories,19775.0,19100.0,3321.0,0.0,474.42857142857144,0.0
2021-01-12,Ontario,canada,133553.0,196125.0,14733119.0,Ontario,133553.0,196125.0,,,,
2021-01-13,Ontario,canada,144784.0,196125.0,14733119.0,Ontario,144784.0,196125.0,11231.0,0.0,11231.0,0.0
2021-01-14,Ontario,canada,159021.0,277050.0,14733119.0,Ontario,159021.0,277050.0,14237.0,80925.0,12734.0,40462.5
2021-01-15,Ontario,canada,174630.0,277050.0,14733119.0,Ontario,174630.0,277050.0,15609.0,0.0,13692.333333333334,26975.0
2021-01-16,Ontario,canada,189090.0,277050.0,14733119.0,Ontario,189090.0,277050.0,14460.0,0.0,13884.25,20231.25
2021-01-17,Ontario,canada,200097.0,277050.0,14733119.0,Ontario,200097.0,277050.0,11007.0,0.0,13308.8,16185.0
2021-01-18,Ontario,canada,209788.0,277050.0,14733119.0,Ontario,209788.0,277050.0,9691.0,0.0,12705.833333333334,13487.5
2021-01-19,Ontario,canada,224134.0,277050.0,14733119.0,Ontario,224134.0,277050.0,14346.0,0.0,12940.142857142857,11560.714285714286
2021-01-20,Ontario,canada,237918.0,277050.0,14733119.0,Ontario,237918.0,277050.0,13784.0,0.0,13304.857142857143,11560.714285714286
2021-01-21,Ontario,canada,253817.0,277050.0,14733119.0,Ontario,253817.0,277050.0,15899.0,0.0,13542.285714285714,0.0
2021-01-22,Ontario,canada,264985.0,411650.0,14733119.0,Ontario,264985.0,411650.0,11168.0,134600.0,12907.857142857143,19228.571428571428
2021-01-23,Ontario,canada,276146.0,411650.0,14733119.0,Ontario,276146.0,411650.0,11161.0,0.0,12436.57142857143,19228.571428571428
2021-01-24,Ontario,canada,280573.0,411650.0,14733119.0,Ontario,280573.0,411650.0,4427.0,0.0,11496.57142857143,19228.571428571428
2021-01-25,Ontario,canada,286110.0,411650.0,14733119.0,Ontario,286110.0,411650.0,5537.0,0.0,10903.142857142857,19228.571428571428
2021-01-26,Ontario,canada,295817.0,411650.0,14733119.0,Ontario,295817.0,411650.0,9707.0,0.0,10240.42857142857,19228.571428571428
2021-01-27,Ontario,canada,305330.0,411650.0,14733119.0,Ontario,305330.0,411650.0,9513.0,0.0,9630.285714285714,19228.571428571428
2021-01-28,Ontario,canada,317240.0,411650.0,14733119.0,Ontario,317240.0,411650.0,11910.0,0.0,9060.42857142857,19228.571428571428
2021-01-29,Ontario,canada,327455.0,411650.0,14733119.0,Ontario,327455.0,411650.0,10215.0,0.0,8924.285714285714,0.0
2021-01-30,Ontario,canada,336828.0,411650.0,14733119.0,Ontario,336828.0,411650.0,9373.0,0.0,8668.857142857143,0.0
2021-01-31,Ontario,canada,339644.0,411650.0,14733119.0,Ontario,339644.0,411650.0,2816.0,0.0,8438.714285714286,0.0
2021-02-01,Ontario,canada,341900.0,411650.0,14733119.0,Ontario,341900.0,411650.0,2256.0,0.0,7970.0,0.0
2021-02-02,Ontario,canada,344615.0,411650.0,14733119.0,Ontario,344615.0,411650.0,2715.0,0.0,6971.142857142857,0.0
2021-02-03,Ontario,canada,348331.0,411650.0,14733119.0,Ontario,348331.0,411650.0,3716.0,0.0,6143.0,0.0
2021-02-04,Ontario,canada,355055.0,437975.0,14733119.0,Ontario,355055.0,437975.0,6724.0,26325.0,5402.142857142857,3760.714285714286
2021-02-05,Ontario,canada,362749.0,437975.0,14733119.0,Ontario,362749.0,437975.0,7694.0,0.0,5042.0,3760.714285714286
2021-02-06,Ontario,canada,372666.0,437975.0,14733119.0,Ontario,372666.0,437975.0,9917.0,0.0,5119.714285714285,3760.714285714286
2021-02-07,Ontario,canada,379184.0,437975.0,14733119.0,Ontario,379184.0,437975.0,6518.0,0.0,5648.571428571428,3760.714285714286
2021-02-08,Ontario,canada,386171.0,437975.0,14733119.0,Ontario,386171.0,437975.0,6987.0,0.0,6324.428571428572,3760.714285714286
2021-02-09,Ontario,canada,398633.0,437975.0,14733119.0,Ontario,398633.0,437975.0,12462.0,0.0,7716.857142857143,3760.714285714286
2021-02-10,Ontario,canada,412119.0,437975.0,14733119.0,Ontario,412119.0,437975.0,13486.0,0.0,9112.57142857143,3760.714285714286
2021-02-11,Ontario,canada,426836.0,523675.0,14733119.0,Ontario,426836.0,523675.0,14717.0,85700.0,10254.42857142857,12242.857142857143
2021-02-12,Ontario,canada,442441.0,523675.0,14733119.0,Ontario,442441.0,523675.0,15605.0,0.0,11384.57142857143,12242.857142857143
2021-02-13,Ontario,canada,456947.0,523675.0,14733119.0,Ontario,456947.0,523675.0,14506.0,0.0,12040.142857142857,12242.857142857143
2021-02-14,Ontario,canada,467626.0,523675.0,14733119.0,Ontario,467626.0,523675.0,10679.0,0.0,12634.57142857143,12242.857142857143
2021-02-15,Ontario,canada,467626.0,523675.0,14733119.0,Ontario,467626.0,523675.0,0.0,0.0,11636.42857142857,12242.857142857143
2021-02-16,Ontario,canada,480377.0,523675.0,14733119.0,Ontario,480377.0,523675.0,12751.0,0.0,11677.714285714286,12242.857142857143
2021-02-17,Ontario,canada,489484.0,523675.0,14733119.0,Ontario,489484.0,523675.0,9107.0,0.0,11052.142857142857,12242.857142857143
2021-02-18,Ontario,canada,501867.0,523675.0,14733119.0,Ontario,501867.0,523675.0,12383.0,0.0,10718.714285714286,0.0
2021-02-19,Ontario,canada,518834.0,683255.0,14733119.0,Ontario,518834.0,683255.0,16967.0,159580.0,10913.285714285714,22797.14285714286
2021-02-20,Ontario,canada,540129.0,683255.0,14733119.0,Ontario,540129.0,683255.0,21295.0,0.0,11883.142857142857,22797.14285714286
2021-02-21,Ontario,canada,556533.0,683255.0,14733119.0,Ontario,556533.0,683255.0,16404.0,0.0,12701.0,22797.14285714286
2021-02-22,Ontario,canada,569455.0,683255.0,14733119.0,Ontario,569455.0,683255.0,12922.0,0.0,14547.0,22797.14285714286
2021-02-23,Ontario,canada,585707.0,683255.0,14733119.0,Ontario,585707.0,683255.0,16252.0,0.0,15047.142857142857,22797.14285714286
2021-02-24,Ontario,canada,602848.0,683255.0,14733119.0,Ontario,602848.0,683255.0,17141.0,0.0,16194.857142857143,22797.14285714286
2021-02-25,Ontario,canada,621960.0,683255.0,14733119.0,Ontario,621960.0,683255.0,19112.0,0.0,17156.14285714286,22797.14285714286
2021-02-26,Ontario,canada,643765.0,903285.0,14733119.0,Ontario,643765.0,903285.0,21805.0,220030.0,17847.285714285714,31432.85714285714
2021-02-27,Ontario,canada,668104.0,903285.0,14733119.0,Ontario,668104.0,903285.0,24339.0,0.0,18282.14285714286,31432.85714285714
2021-02-28,Ontario,canada,687271.0,903285.0,14733119.0,Ontario,687271.0,903285.0,19167.0,0.0,18676.85714285714,31432.85714285714
2021-03-01,Ontario,canada,704695.0,903285.0,14733119.0,Ontario,704695.0,903285.0,17424.0,0.0,19320.0,31432.85714285714
2021-03-02,Ontario,canada,727021.0,903285.0,14733119.0,Ontario,727021.0,903285.0,22326.0,0.0,20187.714285714286,31432.85714285714
2021-01-12,Prince Edward Island,canada,4226.0,6075.0,159713.0,Atlantic,4226.0,6075.0,,,,
2021-01-13,Prince Edward Island,canada,4226.0,6075.0,159713.0,Atlantic,4226.0,6075.0,0.0,0.0,0.0,0.0
2021-01-14,Prince Edward Island,canada,5102.0,8250.0,159713.0,Atlantic,5102.0,8250.0,876.0,2175.0,438.0,1087.5
2021-01-15,Prince Edward Island,canada,5102.0,8250.0,159713.0,Atlantic,5102.0,8250.0,0.0,0.0,292.0,725.0
2021-01-16,Prince Edward Island,canada,5102.0,8250.0,159713.0,Atlantic,5102.0,8250.0,0.0,0.0,219.0,543.75
2021-01-17,Prince Edward Island,canada,5102.0,8250.0,159713.0,Atlantic,5102.0,8250.0,0.0,0.0,175.2,435.0
2021-01-18,Prince Edward Island,canada,5102.0,8250.0,159713.0,Atlantic,5102.0,8250.0,0.0,0.0,146.0,362.5
2021-01-19,Prince Edward Island,canada,5910.0,8250.0,159713.0,Atlantic,5910.0,8250.0,808.0,0.0,240.57142857142858,310.7142857142857
2021-01-20,Prince Edward Island,canada,5910.0,8250.0,159713.0,Atlantic,5910.0,8250.0,0.0,0.0,240.57142857142858,310.7142857142857
2021-01-21,Prince Edward Island,canada,6525.0,8250.0,159713.0,Atlantic,6525.0,8250.0,615.0,0.0,203.28571428571428,0.0
2021-01-22,Prince Edward Island,canada,6525.0,9225.0,159713.0,Atlantic,6525.0,9225.0,0.0,975.0,203.28571428571428,139.28571428571428
2021-01-23,Prince Edward Island,canada,6525.0,9225.0,159713.0,Atlantic,6525.0,9225.0,0.0,0.0,203.28571428571428,139.28571428571428
2021-01-24,Prince Edward Island,canada,6525.0,9225.0,159713.0,Atlantic,6525.0,9225.0,0.0,0.0,203.28571428571428,139.28571428571428
2021-01-25,Prince Edward Island,canada,6525.0,9225.0,159713.0,Atlantic,6525.0,9225.0,0.0,0.0,203.28571428571428,139.28571428571428
2021-01-26,Prince Edward Island,canada,7117.0,9225.0,159713.0,Atlantic,7117.0,9225.0,592.0,0.0,172.42857142857142,139.28571428571428
2021-01-27,Prince Edward Island,canada,7117.0,9225.0,159713.0,Atlantic,7117.0,9225.0,0.0,0.0,172.42857142857142,139.28571428571428
2021-01-28,Prince Edward Island,canada,7510.0,9225.0,159713.0,Atlantic,7510.0,9225.0,393.0,0.0,140.71428571428572,139.28571428571428
2021-01-29,Prince Edward Island,canada,7510.0,9225.0,159713.0,Atlantic,7510.0,9225.0,0.0,0.0,140.71428571428572,0.0
2021-01-30,Prince Edward Island,canada,7510.0,9225.0,159713.0,Atlantic,7510.0,9225.0,0.0,0.0,140.71428571428572,0.0
2021-01-31,Prince Edward Island,canada,7510.0,9225.0,159713.0,Atlantic,7510.0,9225.0,0.0,0.0,140.71428571428572,0.0
2021-02-01,Prince Edward Island,canada,7510.0,9225.0,159713.0,Atlantic,7510.0,9225.0,0.0,0.0,140.71428571428572,0.0
2021-02-02,Prince Edward Island,canada,7856.0,9225.0,159713.0,Atlantic,7856.0,9225.0,346.0,0.0,105.57142857142857,0.0
2021-02-03,Prince Edward Island,canada,7856.0,9225.0,159713.0,Atlantic,7856.0,9225.0,0.0,0.0,105.57142857142857,0.0
2021-02-04,Prince Edward Island,canada,8337.0,10200.0,159713.0,Atlantic,8337.0,10200.0,481.0,975.0,118.14285714285714,139.28571428571428
2021-02-05,Prince Edward Island,canada,8337.0,10200.0,159713.0,Atlantic,8337.0,10200.0,0.0,0.0,118.14285714285714,139.28571428571428
2021-02-06,Prince Edward Island,canada,8337.0,10200.0,159713.0,Atlantic,8337.0,10200.0,0.0,0.0,118.14285714285714,139.28571428571428
